CODIGO_PROYECTO;SUBDIRECCION;PROGRAMA;INSTRUMENTO;NOMBRE_CONCURSO;ESTADO_DE_ADJUDICACION;DISCIPLINA OECD;REGION_EJECUCION;TIPO_BENEFICIARIO;TIPO DE INSTITUCION;SEXO;ANO_FALLO;MACRO ZONA
NCN21_066;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCN21_069;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCN21_073;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
NCN21_074;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCS21_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
NCS21_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
NCS21_048;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCS21_052;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCS21_058;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCS21_075;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
ICN21_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
ICN21_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
ICN21_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
ICN21_035;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCN02_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2003;CENTRO SUR
NCN02_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2003;CENTRO SUR
NCN04_045;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2004 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2005;CENTRO SUR
NCN06_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2007;CENTRO SUR
NCN07_061;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2007;CENTRO SUR
NCN07_077;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2007;CENTRO SUR
NCN10_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2011;CENTRO SUR
NCN12_027;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2013;CENTRO SUR
NCN12_036;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2013;CENTRO SUR
NCN13_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2014;CENTRO SUR
NCS13_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2014;CENTRO SUR
NCN16_065;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2016;CENTRO SUR
NCN17_118;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_022;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_064;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
ICN17_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN19_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_060;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_070;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_105;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_113;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCN19_128;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICN19_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICN19_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_026;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
ICS19_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_036;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCS21_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
NCS21_026;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
ICN21_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL MAULE;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
ICN99_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;1999;RM
ICN99_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_010;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
ICN99_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_016;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_017;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_020;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
NCN99_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;RM
