CODIGO_PROYECTO;SUBDIRECCION;PROGRAMA;INSTRUMENTO;NOMBRE_CONCURSO;ESTADO_DE_ADJUDICACION;DISCIPLINA OECD;REGION_EJECUCION;TIPO_BENEFICIARIO;TIPO DE INSTITUCION;SEXO;ANO_FALLO;MACRO ZONA
NCS13_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2014;CENTRO SUR
NCS13_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2014;CENTRO SUR
NCN16_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2016;CENTRO SUR
NCN16_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_032;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_034;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_068;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_082;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_091;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_092;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN16_100;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2016;CENTRO SUR
NCN17_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_014;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_043;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_048;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCN17_054;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCN17_084;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_087;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_100;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_110;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCN17_115;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_119;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN17_126;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCN17_131;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCN17_141;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_060;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCS17_061;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2017;CENTRO SUR
NCS17_071;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_072;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCS17_073;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
ICN17_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
ICN17_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
ICN17_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
ICN17_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
ICN17_030;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO SUR
NCN19_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_036;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_040;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_058;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_065;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_100;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCN19_104;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_107;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCN19_120;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_127;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_140;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_143;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_144;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCN19_149;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_150;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN19_153;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
NCN19_163;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICN19_010;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
ICN19_026;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO SUR
ICN19_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICN19_046;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;HUMANIDADES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_022;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_033;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
ICS19_037;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO SUR
NCN21_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
NCN21_041;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;MUJER;2021;CENTRO SUR
NCN21_056;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;ADJUDICADO;CIENCIAS NATURALES;REGION DEL BIOBIO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO SUR
